lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2,lagging_current_power_factor,leading_current_power_factor,nsm,mixed_type_col,usage_kwh
0.0,5.4,0.0,100.0,17.39,73800,906.0,3.02
3.1,0.0,0.0,69.42,100.0,19800,145.0,2.99
3.71,0.0,0.0,63.63,100.0,23400,768.0,3.06
4.32,0.0,0.0,54.53,100.0,26100,255.0,2.81
4.57,0.0,0.0,52.78,100.0,19800,614.0,2.84
5.62,0.0,0.0,52.76,100.0,19800,923.0,3.49
0.0,5.4,0.0,100.0,17.83,55800,77.0,3.02
6.44,0.0,0.0,54.72,100.0,81000,149.0,4.21
3.35,0.0,0.0,72.14,100.0,1800,971.0,3.49
5.26,0.0,0.0,70.44,100.0,27900,361.0,5.22
0.0,5.4,0.0,100.0,45.16,45000,888.0,9.86
0.0,5.4,0.0,100.0,19.77,45900,899.0,5.36
0.0,5.4,0.0,100.0,18.89,33300,891.0,4.03
18.9,0.0,0.02,93.52,100.0,71100,58.0,49.93
3.67,0.0,0.0,63.16,100.0,22500,981.0,2.99
26.5,0.0,0.03,92.43,100.0,71100,811.0,64.19
3.67,0.0,0.0,64.04,100.0,5400,925.0,3.06
34.24,0.0,0.02,84.08,100.0,1800,928.0,53.17
22.28,0.0,0.02,90.28,100.0,49500,939.0,46.76
2.48,0.0,0.0,80.63,100.0,19800,173.0,125.19
34.67,0.0,0.02,77.04,100.0,29700,954.0,41.9
3.24,0.0,0.0,62.0,100.0,1800,703.0,2.56
4.68,0.0,0.0,60.54,100.0,900,329.0,3.56
0.0,5.4,0.0,100.0,19.08,63900,301.0,3.31
6.98,0.5,0.01,96.76,99.98,64800,639.0,26.75
37.48,0.0,0.03,87.97,100.0,60300,526.0,69.34
35.96,0.0,0.03,85.61,100.0,68400,170.0,59.58
0.0,5.4,0.0,100.0,25.41,36900,986.0,2.99
0.65,0.9,0.02,99.99,99.98,74700,265.0,42.3
52.74,0.0,0.05,90.46,100.0,32400,358.0,111.92
4.72,0.0,0.0,62.11,100.0,27000,558.0,2.66
0.47,1.44,0.01,99.99,99.86,51300,878.0,27.43
5.33,0.0,0.0,52.76,100.0,83700,52.0,3.31
0.0,5.4,0.0,100.0,15.51,78300,494.0,4.07
0.0,5.4,0.0,100.0,30.78,52200,887.0,7.49
4.79,0.0,0.0,74.56,100.0,25200,774.0,5.36
54.885,0.0,0.04,84.37,100.0,48600,998.0,89.89
5.69,0.0,0.0,54.2,100.0,22500,398.0,3.67
45.36,0.0,0.02,70.34,100.0,30600,596.0,44.89
54.885,0.0,0.04,83.58,100.0,43200,486.0,88.45
4.97,0.0,0.0,55.08,100.0,27000,454.0,3.28
12.67,0.0,0.04,98.9,100.0,76500,316.0,84.82
47.56,0.0,0.05,92.61,100.0,59400,395.0,116.78
0.0,5.15,0.0,100.0,56.54,66600,141.0,3.53
5.98,0.0,0.0,45.08,100.0,16200,460.0,3.02
34.02,0.0,0.05,94.73,100.0,51300,129.0,100.55
0.0,5.4,0.0,100.0,18.62,46800,181.0,3.13
37.19,0.0,0.05,95.21,100.0,58500,664.0,115.78
17.32,0.0,0.02,94.61,100.0,58500,577.0,50.58
9.4,1.08,0.03,99.16,99.99,58500,364.0,71.89
0.0,5.4,0.0,100.0,28.65,46800,167.0,6.34
45.83,0.0,0.03,81.26,100.0,66600,290.0,63.9
3.42,0.0,0.0,72.11,100.0,1800,19.0,3.56
0.0,5.4,0.0,100.0,23.56,56700,887.0,3.35
19.26,0.0,0.03,94.63,100.0,61200,505.0,56.38
16.34,5.4,0.02,95.19,100.0,37800,288.0,50.76
0.0,5.4,0.0,100.0,20.59,78300,76.0,4.46
4.18,0.36,0.02,99.59,100.0,48600,400.0,45.97
4.72,0.0,0.0027597573959616,78.49,100.0,13500,587.0,5.98
2.63,0.0,0.0,79.27,100.0,11700,957.0,3.42
5.4,0.0,0.0,47.94,100.0,7200,125.0,2.95
4.32,0.0,0.0,60.0,100.0,82800,199.0,3.24
42.7,0.0,0.03,85.27,100.0,42300,713.0,69.7
4.79,0.0,0.0,78.4,100.0,9000,712.0,6.05
4.61,0.0,0.0,52.45,100.0,15300,439.0,2.84
3.13,0.0,0.0,75.1,100.0,12600,82.0,3.56
36.32,0.0,0.04,93.1,100.0,53100,919.0,92.63
1.55,1.48,0.01,99.85,99.86,38700,455.0,28.4
0.0,5.4,0.0,100.0,22.23,77400,90.0,4.9
5.11,0.0,0.0,68.92,100.0,81000,239.0,4.86
5.29,0.0,0.0,46.39,100.0,22500,897.0,2.77
0.07,5.4,0.0,99.99,28.52,46800,593.0,4.97
5.29,0.0,0.0,50.92,100.0,20700,953.0,3.13
11.52,0.61,0.01,94.07,99.98,65700,167.0,31.93
31.97,0.0,0.0352030592247413,92.23,100.0,35100,617.0,76.28
3.56,0.0,0.0,65.18,100.0,18900,136.0,3.06
0.0,5.4,0.0,100.0,18.58,50400,945.0,3.31
0.0,5.4,0.0,100.0,23.66,36000,162.0,2.84
4.54,0.0,0.0,59.72,100.0,18000,506.0,3.38
5.87,0.0,0.0,42.68,100.0,24300,914.0,2.77
2.77,0.04,0.0,79.715,100.0,27900,783.0,3.89
0.0,5.4,0.0,100.0,22.55,32400,579.0,2.74
53.64,0.0,0.04,85.96,100.0,58500,261.0,90.22
4.61,0.0,0.0,57.02,100.0,20700,148.0,3.2
23.65,0.0,0.03,92.67,100.0,55800,592.0,58.32
5.36,0.0,0.0,51.26,100.0,27000,862.0,3.2
44.78,0.0,0.04,90.85,100.0,34200,249.0,97.34
4.75,0.0,0.0,50.38,100.0,24300,756.0,2.77
0.0,5.4,0.0,100.0,17.68,54900,419.0,2.95
39.17,0.0,0.04,91.66,100.0,69300,468.0,89.82
0.0,5.4,0.0,100.0,18.57,72000,287.0,5.0
15.62,0.0,0.02,94.15,100.0,58500,897.0,38.05
6.05,0.0,0.0,60.86,100.0,25200,356.0,4.64
4.14,0.0,0.0,59.44,100.0,21600,673.0,3.06
38.12,0.0,0.03,84.81,100.0,49500,139.0,61.02
0.0,5.4,0.0,100.0,17.13,54000,67.0,4.0
0.83,2.09,0.01,99.95,99.66,53100,938.0,25.42
17.53,0.0,0.02,94.59,100.0,58500,352.0,51.08
45.58,0.0,0.0430116035624789,90.68,100.0,55800,563.0,93.2
3.1,0.04,0.0,78.74,99.99,3600,979.0,3.96
0.0,5.4,0.0,100.0,20.9,76500,58.0,3.74
26.28,0.0,0.03,90.55,100.0,49500,598.0,56.09
0.0,5.4,0.0,100.0,46.55,66600,770.0,2.84
23.11,0.0,0.02,89.27,100.0,34200,493.0,45.79
0.0,5.4,0.0,100.0,18.55,63900,328.0,3.31
16.24,0.0,0.02,94.72,100.0,60300,825.0,47.95
23.65,0.0,0.03,92.52,100.0,37800,185.0,57.64
4.75,0.0,0.0,48.86,100.0,27000,513.0,2.66
0.0,5.4,0.0,100.0,18.47,45000,83.0,4.79
45.65,0.0,0.03,78.14,100.0,30600,226.0,57.17
23.83,0.0,0.03,93.97,100.0,67500,826.0,65.45
20.16,0.0,0.03,94.99,100.0,57600,699.0,61.24
0.0,5.4,0.0,100.0,16.61,74700,524.0,2.88
20.48,0.0,0.03,93.9,100.0,54900,197.0,55.94
4.1,0.0,0.0,63.61,100.0,22500,855.0,3.38
4.68,0.0,0.0,68.16,100.0,27900,21.0,4.36
4.79,0.29,0.02,99.36,100.0,67500,570.0,41.98
4.54,0.0,0.0,58.09,100.0,9900,994.0,3.24
9.29,0.0,0.0,46.65,100.0,82800,644.0,4.9
0.0,5.4,0.0,100.0,20.37,71100,697.0,3.46
6.34,0.0,0.0,44.72,100.0,18900,210.0,3.17
19.48,0.0,0.02,93.9,100.0,37800,284.0,53.17
38.41,0.0,0.03,87.72,100.0,22500,294.0,70.16
3.85,0.0,0.0,79.05,100.0,9000,458.0,4.97
12.06,0.04,0.02,96.89,100.0,63000,268.0,47.23
0.0,5.4,0.0,100.0,28.845,45000,97.0,4.03
20.66,0.0,0.02,91.91,100.0,50400,982.0,48.2
1.08,5.4,0.0,98.62,61.39,66600,561.0,6.44
3.78,0.0,0.0,65.88,100.0,18000,697.0,3.31
23.47,0.0,0.02,90.98,100.0,43200,445.0,51.44
0.0,5.4,0.0,100.0,19.7,41400,805.0,3.82
0.0,5.4,0.0,100.0,22.32,60300,600.0,3.24
2.77,5.4,0.0,100.0,17.07,61200,974.0,2.95
5.4,0.0,0.0,45.64,100.0,15300,829.0,2.77
3.89,0.0,0.0,62.69,100.0,18900,777.0,3.13
4.28,0.0,0.0,53.92,100.0,1800,776.0,2.74
0.0,5.4,0.0,100.0,19.99,78300,252.0,5.26
4.82,0.0,0.0,71.99,100.0,24300,893.0,5.0
3.49,0.0,0.0,71.41,100.0,14400,427.0,3.56
5.47,0.0,0.0,44.79,100.0,9900,853.0,2.74
2.99,0.18,0.0,78.43,99.89,18000,286.0,3.78
2.88,0.0,0.0,77.13,100.0,3600,928.0,3.49
41.54,0.0,0.04,87.92,100.0,4500,327.0,76.64
0.0,5.4,0.0,100.0,30.75,66600,656.0,3.49
0.0,5.4,0.01,100.0,56.01,76500,977.0,13.46
0.0,5.4,0.01,90.96,90.15,55800,713.0,26.39
5.94,0.0,0.0,52.25,100.0,22500,493.0,3.64
3.67,0.0,0.0,68.6,100.0,24300,335.0,3.46
0.0,5.4,0.0,100.0,19.15,78300,574.0,4.18
0.0,5.4,0.0,100.0,23.92,45900,986.0,6.19
8.14,0.25,0.02,98.51,100.0,57600,664.0,46.55
17.57,0.0,0.02,93.71,100.0,52200,338.0,47.16
4.9,0.0,0.0,50.15,100.0,22500,737.0,2.84
4.75,0.0,0.0,61.88,100.0,27000,381.0,3.49
24.59,0.0,0.02,89.53,100.0,49500,303.0,49.43
1.66,5.4,0.0,94.91,30.03,80100,926.0,5.0
34.88,0.0,0.03,89.41,100.0,40500,774.0,69.62
26.93,0.0,0.03,94.07,100.0,62100,660.0,74.7
21.78,0.0,0.03,93.45,100.0,70200,436.0,57.17
4.82,0.0,0.0,54.09,100.0,12600,453.0,3.1
0.0,5.4,0.0,100.0,16.18,79200,160.0,2.84
5.87,0.0,0.0,43.55,100.0,18900,431.0,2.84
33.44,0.0,0.03,85.92,100.0,40500,239.0,56.16
4.28,0.0,0.0,73.5,100.0,28800,62.0,4.64
0.0,5.4,0.0,100.0,47.91,65700,983.0,5.54
28.135,0.0,0.03,89.65,100.0,60300,116.0,63.22
0.0,5.4,0.0,100.0,19.61,76500,880.0,3.96
25.96,0.0,0.03,92.46,100.0,62100,219.0,63.0
2.16,0.14,0.0,82.3,99.9,12600,431.0,3.13
7.99,0.04,0.02,98.47,100.0,50400,880.0,45.22
0.72,5.4,0.0,99.67,40.17,44100,21.0,8.86
3.74,0.0,0.0,66.72,100.0,28800,273.0,3.35
39.38,0.0,0.05,93.56,100.0,34200,395.0,46.12
0.0,5.4,0.0,100.0,18.81,76500,704.0,3.31
0.0,5.4,0.0,100.0,18.02,45000,958.0,3.06
34.6,0.0,0.05,94.7,100.0,62100,88.0,102.02
20.45,0.0,0.03,96.37,100.0,52200,227.0,61.13
20.45,0.0,0.02,92.61,100.0,34200,579.0,50.18
0.0,5.4,0.0,100.0,19.42,38700,646.0,3.42
0.0,0.0,0.0,100.0,27.43,76500,534.0,5.0
24.19,0.0,0.02,90.51,100.0,41400,832.0,51.48
4.46,0.29,0.02,99.49,100.0,63900,456.0,43.85
4.64,0.0,0.0,60.11,100.0,5400,159.0,3.49
3.64,0.0,0.0016798523279766,70.71,100.0,21600,308.0,3.64
5.72,0.0,0.05,41.77,100.0,4500,663.0,2.63
25.38,0.0,0.02,90.06,100.0,70200,42.0,52.6
17.32,0.0,0.03,95.71,100.0,50400,50.0,57.2
38.45,0.0,0.04,96.37,100.0,55800,642.0,93.6
16.99,0.0,0.04,98.49,100.0,78300,204.0,96.7
6.01,0.0,0.0,45.84,100.0,18900,782.0,3.1
28.62,0.0,0.03,93.13,100.0,56700,513.0,73.15
0.0,5.4,0.0,100.0,46.19,65700,895.0,3.13
4.57,0.0,0.0,52.78,100.0,27000,91.0,2.84
4.86,0.0,0.0,57.55,100.0,10800,786.0,3.42
3.2,0.0,0.0,69.58,100.0,16200,462.0,3.1
0.0,5.4,0.0,100.0,23.37,79200,948.0,3.85
3.17,1.66,0.02,99.68,99.91,63900,660.0,39.42
40.32,0.0,0.03,80.94,100.0,42300,360.0,55.58
5.36,0.0,0.0012968090773665,62.285,100.0,8100,705.0,2.81
3.64,0.0,0.0,80.45,100.0,7200,182.0,4.93
0.0,5.4,0.0,100.0,24.14,51300,821.0,2.92
5.26,0.0,0.0,56.48,100.0,16200,699.0,3.6
36.94,0.0,0.0263653745871719,83.97,100.0,82800,877.0,57.13
0.0,5.4,0.0,100.0,26.58,77400,617.0,5.54
5.9,0.0,0.0,74.3,100.0,17100,419.0,6.55
5.08,0.0,0.0,47.3,100.0,8100,405.0,3.13
4.0,0.0,0.0,64.47,100.0,18000,708.0,2.99
50.94,0.0,0.03,73.9,100.0,31500,665.0,55.87
4.75,0.0,0.0,65.22,100.0,25200,424.0,4.68
4.82,0.0,0.0,55.79,100.0,23400,972.0,3.24
0.0,5.4,0.0,100.0,21.07,76500,296.0,2.88
4.5,0.0,0.0,71.25,100.0,21600,873.0,4.57
31.36,0.0,0.03,90.42,100.0,60300,752.0,66.38
54.885,0.0,0.05,88.64,100.0,41400,112.0,61.16
0.0,5.4,0.0,100.0,27.54,44100,224.0,4.93
0.0,5.4,0.0,100.0,35.28,65700,12.0,3.42
3.71,0.0,0.0,64.48,100.0,5400,63.0,3.13
4.21,0.0,0.0,66.11,100.0,28800,775.0,3.71
2.3,5.4,0.01,98.72,80.31,75600,554.0,14.22
29.02,0.0,0.02,80.58,100.0,26100,718.0,39.49
0.0,5.4,0.0,100.0,19.23,56700,292.0,4.1
26.28,0.0,0.03,91.36,100.0,70200,131.0,59.04
5.18,0.0,0.0,48.07,100.0,81900,377.0,2.84
7.38,0.0,0.0,45.59,100.0,19800,248.0,3.78
4.07,0.0,0.0,68.05,100.0,24300,653.0,3.78
4.68,0.0,0.0,74.22,100.0,14400,594.0,5.98
0.0,5.4,0.0,100.0,24.19,45000,63.0,2.81
4.14,0.0,0.0,55.61,100.0,6300,138.0,2.77
11.74,0.0,0.02,97.68,100.0,34200,191.0,53.5
4.61,0.0,0.0,46.93,100.0,85500,520.0,2.45
0.0,5.4,0.0,100.0,16.91,79200,913.0,4.25
47.09,0.0,0.03,78.57,100.0,54900,225.0,59.8
0.0,5.4,0.0,100.0,26.22,45900,403.0,4.5
0.0,5.4,0.01,100.0,95.7,64800,331.0,30.89
0.0,5.4,0.0,100.0,29.51,45000,104.0,6.66
5.51,0.0,0.0,44.53,100.0,10800,548.0,2.74
0.0,5.4,0.0,100.0,28.09,79200,818.0,3.74
4.21,0.0,0.0,56.46,100.0,31500,327.0,2.88
4.28,0.0,0.0,63.63,100.0,81000,834.0,3.53
5.65,0.0,0.0,52.22,100.0,2700,627.0,3.46
5.22,0.0,0.0,51.06,100.0,2700,859.0,3.1
1.08,4.64,0.02,99.95,99.13,62100,493.0,34.88
0.0,5.4,0.0,100.0,20.67,78300,254.0,3.85
40.28,0.0,0.03,86.13,100.0,65700,55.0,68.29
54.885,0.0,0.02,90.87,100.0,53100,108.0,49.32
46.37,0.0,0.05,92.11,100.0,32400,393.0,109.73
12.56,1.15,0.02,95.89,99.96,63000,194.0,42.44
4.72,0.0,0.0,59.12,100.0,82800,944.0,3.46
5.08,0.0,0.0,66.64,100.0,0,53.0,4.54
1.15,5.4,0.0,99.37,44.77,44100,369.0,10.22
0.0,5.4,0.0,100.0,38.13,46800,225.0,4.1
43.78,0.0,0.05,92.82,100.0,38700,863.0,109.19
22.5,0.04,0.03,93.66,100.0,74700,868.0,60.16
4.57,0.0,0.0,49.88,100.0,9000,938.0,2.63
5.83,0.0,0.0,46.0,100.0,13500,166.0,3.02
0.0,5.4,0.0,100.0,23.63,75600,46.0,5.4
4.46,0.0,0.0,58.77,100.0,20700,713.0,3.24
4.43,0.0,0.0,53.56,100.0,18000,69.0,2.81
5.26,0.0,0.0,59.46,100.0,7200,720.0,3.89
49.82,0.0,0.05,90.46,100.0,49500,591.0,105.7
31.93,0.0,0.02,86.11,100.0,52200,370.0,54.07
54.885,0.0,0.03,87.21,100.0,74700,11.0,57.31
3.46,0.0,0.0,71.42,100.0,83700,749.0,3.53
4.21,0.76,0.05,99.84,99.99,50400,619.0,75.49
3.92,0.0,0.0,60.13,100.0,31500,371.0,2.95
6.08,0.0,0.0,43.29,100.0,9000,985.0,2.92
51.73,0.0,0.02,70.61,100.0,30600,637.0,51.59
2.52,0.4,0.0,83.47,99.46,82800,786.0,3.82
8.68,0.04,0.02,97.97,100.0,51300,877.0,42.41
0.0,5.4,0.0,100.0,18.93,77400,721.0,5.11
4.75,0.0,0.0,61.55,100.0,4500,464.0,3.71
25.2,0.0,0.02,86.06,100.0,43200,889.0,42.59
43.2,0.0,0.04,90.23,100.0,56700,697.0,90.4
4.82,0.0,0.0,49.83,100.0,27000,30.0,2.77
4.18,0.36,0.0,80.93,99.81,80100,288.0,5.76
6.95,0.0,0.0,43.74,100.0,900,22.0,3.38
0.0,5.4,0.0,100.0,14.68,63000,560.0,3.92
18.65,0.0,0.02,90.15,100.0,54000,188.0,125.19
7.81,5.4,0.01,93.42,75.47,44100,153.0,20.45
0.0,5.4,0.0,100.0,14.62,74700,781.0,3.82
4.82,0.0,0.0,69.97,100.0,25200,168.0,4.72
0.0,5.4,0.0,100.0,19.36,51300,683.0,5.08
0.0,5.4,0.0,100.0,26.1,66600,609.0,3.85
35.68,0.0,0.03,85.21,100.0,40500,794.0,58.1
2.3,0.04,0.0,80.94,99.99,7200,622.0,3.17
19.58,0.0,0.02,93.19,100.0,73800,836.0,50.29
5.26,0.0,0.0,50.28,100.0,9900,588.0,3.06
3.78,0.0,0.0,67.52,100.0,19800,781.0,3.46
4.32,0.0,0.0,51.42,100.0,83700,583.0,2.59
2.81,0.0,0.0,71.58,100.0,15300,435.0,2.88
3.46,0.0,0.0,72.48,100.0,3600,324.0,125.19
0.0,5.4,0.0,100.0,19.5,71100,121.0,3.6
2.88,0.0,0.0,86.03,100.0,85500,316.0,4.86
42.66,0.0,0.03,90.87,100.0,53100,500.0,75.67
0.0,5.4,0.05,100.0,35.98,66600,813.0,5.36
4.0,4.28,0.02,99.34,99.24,54900,849.0,34.6
37.66,0.0,0.04,91.96,100.0,61200,711.0,88.16
0.0,5.4,0.0,100.0,16.56,71100,232.0,3.96
37.66,0.0,0.04,92.35,100.0,63000,435.0,90.65
0.0,5.4,0.0,100.0,18.17,64800,707.0,4.97
0.0,0.04,0.0,100.0,20.7,35100,309.0,3.1
4.0,0.0,0.0,62.94,100.0,22500,674.0,3.24
6.19,0.0,0.0,43.5,100.0,21600,488.0,2.99
3.74,0.0,0.0,63.82,100.0,9900,96.0,3.1
0.36,5.4,0.02,99.99,98.43,64800,362.0,33.08
4.64,0.0,0.0,60.55,100.0,27000,254.0,3.53
7.06,0.0,0.0,45.9,100.0,81000,520.0,4.5
29.95,0.0,0.03,90.58,100.0,48600,610.0,64.04
0.0,5.4,0.0,100.0,15.58,78300,88.0,4.18
25.49,0.0,0.02,83.77,100.0,66600,319.0,39.1
21.31,0.0,0.03,94.47,100.0,73800,856.0,61.38
22.39,0.0,0.02,92.14,100.0,37800,698.0,53.1
30.53,0.0,0.05,88.92,100.0,48600,332.0,124.45
12.13,2.56,0.02,95.0,99.76,80100,260.0,36.9
0.0,5.4,0.0,100.0,19.45,79200,236.0,5.29
50.76,0.0,0.04,88.69,100.0,36000,812.0,97.45
0.0,5.4,0.0,100.0,24.66,76500,59.0,6.44
1.4,2.56,0.01,99.89,99.65,60300,24.0,30.35
36.43,0.0,0.02,80.06,100.0,65700,973.0,48.67
4.07,0.0,0.0,61.81,100.0,11700,958.0,3.2
0.0,5.4,0.0,100.0,16.4,76500,329.0,3.74
4.39,0.0,0.0,52.95,100.0,24300,434.0,2.74
4.54,0.0,0.0,62.87,100.0,18000,845.0,3.67
0.0,5.4,0.0,100.0,15.0,77400,575.0,3.96
0.0,5.4,0.0,100.0,22.49,78300,696.0,3.74
22.21,0.0,0.03,93.09,100.0,49500,956.0,56.59
0.0,5.4,0.0,100.0,26.94,79200,301.0,3.06
4.54,3.38,0.02,99.16,99.53,57600,612.0,34.78
31.14,0.54,0.02,90.96,99.99,43200,689.0,45.11
31.54,0.0,0.02,85.49,100.0,58500,466.0,51.98
0.0,5.4,0.0,100.0,18.39,57600,995.0,3.49
2.81,0.0,0.0,68.33,100.0,83700,535.0,2.63
0.0,5.4,0.0,100.0,25.33,71100,903.0,4.43
41.26,0.0,0.03,87.92,100.0,54000,677.0,76.14
0.0,5.4,0.0,100.0,28.13,46800,821.0,4.21
0.36,5.4,0.02,99.99,97.33,63900,755.0,35.68
54.885,0.0,0.05,85.98,100.0,31500,701.0,112.36
6.12,0.0,0.0,46.34,100.0,23400,480.0,3.2
0.0,5.4,0.0,100.0,17.01,50400,705.0,2.99
0.0,5.4,0.0,100.0,24.63,63900,192.0,3.67
6.55,0.0,0.0,50.38,100.0,6300,878.0,3.82
54.885,0.0,0.03,82.39,100.0,51300,485.0,65.05
21.02,0.04,0.02,93.13,100.0,70200,924.0,53.75
32.94,0.0,0.04,93.41,100.0,58500,990.0,86.15
4.18,0.0,0.0,56.2,100.0,7200,242.0,2.84
5.22,0.0,0.0013291139298276,48.31,100.0,82800,442.0,2.88
6.3,0.0,0.0,46.18,100.0,14400,4.0,3.28
27.61,0.0,0.03,89.78,100.0,38700,904.0,56.3
3.6,0.0,0.0,60.56,100.0,8100,721.0,2.74
3.42,0.0,0.0,72.5,100.0,85500,927.0,3.6
0.0,5.4,0.0,100.0,100.0,38700,31.0,3.35
37.66,0.0,0.03,88.94,100.0,53100,82.0,73.26
0.0,5.4,0.0,100.0,24.61,37800,891.0,3.53
54.885,3.74,0.0,93.65,62.44,80100,761.0,2.99
5.51,0.0,0.0,49.39,100.0,8100,10.0,3.13
2.7,0.11,0.0,79.68,99.95,9900,470.0,125.19
0.0,5.4,0.0,100.0,22.61,79200,996.0,3.56
31.5,0.0,0.03,89.14,100.0,58500,338.0,61.96
0.36,3.06,0.02,100.0,99.69,63000,214.0,38.56
0.0,5.4,0.0,100.0,17.94,36900,577.0,4.07
0.0,5.4,0.0,100.0,18.25,70200,268.0,3.85
18.04,0.0,0.03,94.785,100.0,35100,339.0,63.11
5.76,0.0,0.0,41.53,100.0,81000,309.0,2.63
13.43,0.0,0.02,96.52,100.0,59400,32.0,49.54
19.4,0.0,0.03,95.31,100.0,56700,375.0,61.06
17.24,0.22,0.02,92.63,100.0,75600,528.0,42.37
17.03,0.0,0.03,96.51,100.0,36000,479.0,62.78
6.3,0.0,0.0,50.03,100.0,84600,268.0,3.64
0.0,5.4,0.0,100.0,67.11,42300,208.0,5.44
54.885,0.0,0.0,88.15,100.0,43200,19.0,123.3
3.56,0.0,0.0,60.99,100.0,85500,747.0,2.74
43.96,0.0,0.04,88.39,100.0,39600,609.0,83.09
4.75,0.0,0.0,49.97,100.0,84600,427.0,2.74
2.81,0.0,0.0,75.94,100.0,12600,638.0,3.28
15.3,3.85,0.02,95.58,99.7,47700,887.0,49.72
23.33,5.4,0.02,91.38,100.0,63000,628.0,52.49
22.82,0.0,0.02,91.84,100.0,54000,27.0,52.96
1.8,0.22,0.02,99.9,100.0,77400,401.0,39.96
0.4,1.26,0.01,100.0,99.92,56700,467.0,30.96
54.885,0.0,0.03,87.03,100.0,38700,809.0,64.76
26.93,0.0,0.03,89.99,100.0,53100,133.0,55.58
20.74,0.0,0.02,92.19,100.0,56700,768.0,49.36
29.77,0.0,0.03,88.19,100.0,36900,39.0,55.69
6.62,0.0,0.0,48.49,100.0,5400,866.0,3.67
5.69,0.0,0.0,46.52,100.0,13500,923.0,2.99
5.83,0.0,0.0,46.0,100.0,20700,392.0,3.02
4.9,5.4,0.0,100.0,20.1,72000,530.0,3.42
47.48,0.0,0.04,85.41,100.0,67500,942.0,77.98
4.79,0.0,0.0,52.95,100.0,22500,67.0,3.28
4.32,0.0,0.0,59.16,100.0,85500,172.0,3.17
2.74,0.0,0.0,76.36,100.0,24300,236.0,3.24
5.18,0.0,0.0,48.07,100.0,10800,716.0,2.84
25.92,0.0,0.03,94.68,100.0,59400,358.0,68.36
2.88,0.0,0.0,72.02,100.0,18000,502.0,2.99
6.12,0.0,0.0,45.53,100.0,13500,256.0,3.13
5.44,0.0,0.0,47.29,100.0,9900,673.0,2.92
6.55,0.0,0.0,46.28,100.0,19800,989.0,3.42
15.48,0.0,0.02,93.69,100.0,72900,310.0,41.47
0.0,5.4,0.0,100.0,22.48,46800,232.0,5.98
54.885,0.0,0.03,76.22,100.0,66600,996.0,71.42
30.42,0.0,0.0244732332287366,86.74,100.0,49500,414.0,53.03
4.39,0.0,0.0,58.05,100.0,27900,637.0,3.13
0.0,5.4,0.0,100.0,21.37,50400,208.0,2.59
11.7,0.0,0.02,96.7,100.0,62100,54.0,44.42
41.83,0.0,0.03,86.52,100.0,62100,207.0,72.18
26.06,0.0,0.03,94.57,100.0,59400,118.0,75.85
25.56,0.61,0.04,96.67,100.0,63000,841.0,96.55
6.48,0.54,0.02,99.02,99.99,68400,448.0,45.83
0.0,5.4,0.0,100.0,34.33,45000,238.0,9.58
5.29,0.0,0.0,47.82,100.0,26100,365.0,2.88
4.5,0.0,0.0,57.59,100.0,18900,795.0,3.17
42.52,0.0,0.02,76.84,100.0,31500,742.0,51.05
0.0,0.04,0.0,100.0,15.84,54900,601.0,3.24
4.1,0.0,0.0,65.56,100.0,22500,684.0,3.56
4.36,0.0,0.0,63.67,100.0,9000,80.0,3.6
3.71,0.0,0.0,67.02,100.0,15300,414.0,3.35
4.57,0.0,0.0,62.62,100.0,14400,28.0,3.67
0.0,5.4,0.0,100.0,26.94,79200,262.0,5.54
19.3,0.0,0.02,92.66,100.0,69300,520.0,47.56
0.0,5.4,0.0,100.0,30.45,45900,965.0,7.63
32.04,0.0,0.03,88.72,100.0,56700,84.0,61.6
31.9,0.0,0.03,89.94,100.0,54000,162.0,65.63
28.04,0.0,0.03,89.26,100.0,50400,986.0,55.51
4.93,0.0,0.0,50.44,100.0,14400,585.0,3.42
16.6,5.4,0.05,92.47,90.92,44100,93.0,46.15
0.0,5.4,0.0,100.0,28.19,44100,237.0,2.95
3.1,0.0,0.0,74.48,100.0,13500,397.0,3.46
4.54,0.0,0.0,72.07,100.0,15300,215.0,4.72
25.38,2.34,0.02,85.63,99.85,47700,467.0,42.08
8.17,0.0,0.0,47.92,100.0,82800,313.0,4.46
4.79,0.0,0.0,62.35,100.0,900,719.0,3.82
3.53,0.07,0.0,88.97,100.0,28800,145.0,6.88
5.15,5.4,0.0,53.72,100.0,900,32.0,3.28
5.36,0.0,0.0,56.5,100.0,82800,151.0,3.67
40.14,0.0,0.04,88.85,100.0,35100,755.0,77.72
3.82,0.0,0.0,78.37,100.0,27000,716.0,4.82
35.68,0.0,0.03,87.94,100.0,36000,807.0,65.92
0.0,5.4,0.0,100.0,28.45,44100,58.0,3.6
4.75,0.0,0.0,47.87,100.0,19800,803.0,2.59
0.0,5.4,0.02,100.0,96.54,64800,571.0,33.48
4.46,0.0,0.0,54.78,100.0,7200,550.0,2.92
16.34,0.25,0.02,90.02,100.0,43200,841.0,33.77
5.11,0.0,0.0,67.54,100.0,82800,164.0,4.68
4.57,0.0,0.0,52.78,100.0,16200,621.0,2.84
54.885,5.4,0.0,100.0,22.82,49500,617.0,2.7
45.72,0.0,0.05,93.15,100.0,56700,162.0,117.04
24.37,0.0,0.03,93.29,100.0,33300,446.0,63.11
